# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KRTAP19-3	KRTAP19-3	NM_181609.4	protein_coding	0	3	8	298	7	0	2	160	0	0	8	0	0	0	0	0	0	0	0	3	129
KRTAP19-4	KRTAP19-4	NM_181610.3	protein_coding	0	2	9	285	1	1	1	128	0	0	9	0	0	0	0	0	0	0	0	1	155
KRTAP19-5	KRTAP19-5	NM_181611.3	protein_coding	1	7	12	264	8	1	3	142	0	0	12	0	0	0	0	0	1	0	0	6	111
KRTAP19-6	KRTAP19-6	NM_001303120.1	protein_coding	0	5	6	254	3	0	1	131	0	0	6	0	0	0	0	0	0	0	0	5	119
KRTAP19-6	KRTAP19-6	NM_181612.3	protein_coding	0	4	4	257	6	0	1	131	0	0	4	0	0	0	0	0	0	0	0	4	119
KRTAP19-7	KRTAP19-7	NM_181614.2	protein_coding	1	6	7	283	4	0	1	134	0	0	7	0	0	0	0	0	1	0	0	6	144
KRTAP19-8	KRTAP19-8	NM_001099219.1	protein_coding	1	6	3	272	3	1	1	125	0	0	3	0	0	0	0	0	1	0	0	5	143
KRTAP20-1	KRTAP20-1	NM_181615.2	protein_coding	0	1	3	241	3	0	3	110	0	0	3	0	0	0	0	0	0	0	0	1	125
KRTAP20-2	KRTAP20-2	NM_181616.3	protein_coding	0	0	6	210	4	0	0	94	0	0	6	0	0	0	0	0	0	0	0	0	112
KRTAP20-3	KRTAP20-3	NM_001128077.1	protein_coding	0	1	1	199	3	0	0	105	0	0	1	0	0	0	0	0	0	0	0	1	91
KRTAP20-4	KRTAP20-4	NM_001350977.1	protein_coding	0	2	1	254	1	1	3	131	0	0	1	0	0	0	0	0	0	0	0	1	119
KRTAP21-1	KRTAP21-1	NM_181619.2	protein_coding	1	6	13	223	5	1	1	108	0	0	13	0	0	0	0	0	1	0	0	5	109
KRTAP21-2	KRTAP21-2	NM_181617.3	protein_coding	1	7	4	245	2	1	5	127	0	0	4	0	0	0	0	0	1	0	1	5	111
KRTAP21-3	KRTAP21-3	NM_001164435.1	protein_coding	0	3	3	237	0	0	0	133	0	0	3	0	0	0	0	0	0	0	0	3	104
KRTAP22-1	KRTAP22-1	NM_181620.2	protein_coding	0	1	4	314	7	1	1	128	0	0	4	0	0	0	0	0	0	0	0	0	178
KRTAP22-2	KRTAP22-2	NM_001164434.1	protein_coding	0	3	3	273	2	0	0	128	0	0	3	0	0	0	0	0	0	0	0	3	143
KRTAP23-1	KRTAP23-1	NM_181624.1	protein_coding	0	3	5	309	0	0	0	166	0	0	5	0	0	0	0	0	0	0	0	3	143
KRTAP24-1	KRTAP24-1	NM_001085455.3	protein_coding	0	7	14	284	15	0	1	121	0	0	14	0	0	0	0	0	0	0	0	7	147
KRTAP25-1	KRTAP25-1	NM_001128598.1	protein_coding	0	4	5	288	0	0	1	150	0	0	5	0	0	0	0	0	0	0	0	4	137
KRTAP26-1	KRTAP26-1	NM_203405.2	protein_coding	0	9	18	331	10	4	10	164	0	0	18	0	0	0	0	0	0	0	0	5	147
KRTAP27-1	KRTAP27-1	NM_001077711.1	protein_coding	2	1	15	290	1	0	1	147	0	0	15	0	0	0	0	0	2	0	0	1	141
KRTAP6-1	KRTAP6-1	NM_181602.1	protein_coding	2	4	8	240	0	0	0	118	0	0	8	0	0	0	0	0	2	0	0	4	122
KRTAP6-2	KRTAP6-2	NM_181604.1	protein_coding	0	6	6	314	0	0	0	166	0	0	6	0	0	0	0	0	0	0	0	6	148
KRTAP6-3	KRTAP6-3	NM_181605.4	protein_coding	0	5	14	285	7	0	0	150	0	0	14	0	0	0	1	0	0	0	0	4	128
KRTAP7-1	KRTAP7-1	NM_181606.3	protein_coding	0	5	3	320	13	0	2	162	0	0	3	0	0	0	0	0	0	0	1	4	143
KRTAP8-1	KRTAP8-1	NM_175857.4	protein_coding	0	2	4	280	17	1	3	137	0	0	4	0	0	0	0	0	0	0	0	1	123
LCA5L	LCA5L	NM_152505.3	protein_coding	0	23	44	1189	2	1	5	127	0	910	44	0	0	0	5	0	0	0	0	19	148
LINC00111	LINC00111	NR_024367.1		0	2	0	970	0	0	0	208	0	591	0	16	0	0	2	0	0	0	0	0	157
LINC00112	LINC00112	NR_024028.2		0	1	0	428	0	0	0	178	0	16	0	14	0	0	1	0	0	0	0	0	221
LINC00113	LINC00113	NR_024357.2		1	0	0	1161	0	0	0	153	0	837	0	20	0	1	0	0	0	0	0	0	152
LINC00114	LINC00114	NR_027065.2		2	4	0	1183	0	0	0	141	0	893	0	20	2	0	4	0	0	0	0	0	135
LINC00114	LINC00114	NR_027066.2		1	3	0	1062	0	0	0	141	0	794	0	17	1	0	3	0	0	0	0	0	114
LINC00158	LINC00158	NR_024027.2		2	2	0	1342	0	0	0	143	0	1048	0	29	2	0	2	0	0	0	0	0	126
LINC00159	LINC00159	NR_038033.1		0	1	0	403	0	0	0	125	0	158	0	5	0	0	1	0	0	0	0	0	116
LINC00160	LINC00160	NR_024351.2		0	0	0	727	0	0	0	154	0	388	0	20	0	0	0	0	0	0	0	0	165
LINC00161	LINC00161	NR_026552.2		0	3	0	332	0	0	0	150	0	3	0	29	0	0	3	0	0	0	0	0	153
LINC00161	LINC00161	NR_026553.2		0	3	0	332	0	0	0	150	0	10	0	22	0	0	3	0	0	0	0	0	153
LINC00163	LINC00163	NR_033840.1		0	1	0	660	0	0	0	235	0	86	0	103	0	0	1	0	0	0	0	0	237
LINC00189	LINC00189	NR_027072.2		0	0	0	2458	0	0	0	94	0	2213	0	23	0	0	0	0	0	0	0	0	128
LINC00205	LINC00205	NR_026943.1		0	1	0	691	0	0	0	171	0	63	0	298	0	0	1	0	0	0	0	0	160
LINC00307	LINC00307	NR_038855.1		0	1	0	347	0	0	0	144	0	65	0	7	0	0	1	0	0	0	0	0	132
LINC00308	LINC00308	NR_038400.1		0	1	0	746	0	0	0	160	0	460	0	26	0	0	1	0	0	0	0	0	101
LINC00310	LINC00310	NR_027266.1		0	1	0	516	0	0	0	149	0	233	0	24	0	0	1	0	0	0	0	0	111
LINC00310	LINC00310	NR_027267.1		0	0	0	326	0	0	0	156	0	44	0	15	0	0	0	0	0	0	0	0	111
LINC00313	LINC00313	NR_026863.1		0	0	0	13	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0
LINC00313	LINC00313.2	NR_026863.1.2		0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
LINC00314	LINC00314	NR_027246.1		0	0	0	501	0	0	0	145	0	254	0	12	0	0	0	0	0	0	0	0	90
LINC00316	LINC00316	NR_103811.1		0	0	0	448	0	0	0	149	0	95	0	27	0	0	0	0	0	0	0	0	177
LINC00317	LINC00317	NR_038872.1		0	2	0	726	0	0	0	153	0	400	0	18	0	0	2	0	0	0	0	0	157
LINC00320	LINC00320	NR_024090.2		1	3	0	2318	0	0	0	148	0	1989	0	57	1	0	3	0	0	0	0	0	128
LINC00320	LINC00320	NR_109786.1		0	4	0	2318	0	0	0	148	0	1986	0	60	0	0	4	0	0	0	0	0	128
LINC00320	LINC00320	NR_109787.1		1	3	0	2318	0	0	0	148	0	1991	0	55	1	0	3	0	0	0	0	0	128
LINC00320	LINC00320	NR_109788.1		1	3	0	2318	0	0	0	148	0	1990	0	56	1	0	3	0	0	0	0	0	128
LINC00322	LINC00322	NR_103713.2		0	1	0	736	0	0	0	207	0	343	0	36	0	0	1	0	0	0	0	0	151
LINC00323	LINC00323	NR_024100.1		0	0	0	589	0	0	0	180	0	158	0	66	0	0	0	0	0	0	0	0	185
LINC00334	LINC00334	NR_135279.1		0	2	0	1195	0	0	0	174	0	860	0	22	0	0	2	0	0	0	0	0	141
LINC00479	LINC00479	NR_027272.1		0	4	0	533	0	0	0	168	0	119	0	80	0	0	4	0	0	0	0	0	170
LINC00515	LINC00515	NR_024092.2		0	0	0	245	0	0	0	109	0	0	0	11	0	0	0	0	0	0	0	0	125
LINC00649	LINC00649	NR_038883.2		0	1	0	1066	0	0	0	119	0	876	0	71	0	0	1	0	0	0	0	0	1
LINC00649	LINC00649	NR_134558.1		0	0	0	1067	0	0	0	119	0	885	0	62	0	0	0	0	0	0	0	0	1
LINC00649	LINC00649	NR_134559.1		0	1	0	273	0	0	0	128	0	133	0	12	0	0	1	0	0	0	0	0	1
LINC00945	LINC00945	NR_104056.1		0	2	0	438	0	0	0	127	0	173	0	16	0	0	2	0	0	0	0	0	124
LINC01423	LINC01423	NR_110545.1		0	1	0	891	0	0	0	142	0	576	0	21	0	0	1	0	0	0	0	0	153
LINC01424	LINC01424	NR_109928.1		1	1	0	329	0	0	0	128	0	27	0	36	1	0	1	0	0	0	0	0	140
LINC01425	LINC01425	NR_109958.1		0	2	0	1895	0	0	0	141	0	1575	0	26	0	0	2	0	0	0	0	0	155
LINC01426	LINC01426	NR_038885.1		0	2	0	1422	0	0	0	136	0	1067	0	62	0	0	2	0	0	0	0	0	159
LINC01426	LINC01426	NR_038886.1		0	0	0	397	0	0	0	156	0	58	0	24	0	0	0	0	0	0	0	0	159
LINC01436	LINC01436	NR_110419.1		0	0	0	320	0	0	0	112	0	41	0	35	0	0	0	0	0	0	0	0	132
LINC01547	LINC01547	NR_027128.1		0	2	0	519	0	0	0	172	0	122	0	79	0	0	2	0	0	0	0	0	148
LINC01547	LINC01547	NR_027129.1		0	1	0	460	0	0	0	169	0	102	0	42	0	0	1	0	0	0	0	0	148
LINC01548	LINC01548	NR_024102.1		1	1	0	455	0	0	0	154	0	110	0	17	0	1	1	0	0	0	0	0	176
LINC01549	LINC01549	NR_037585.1		0	0	0	560	0	0	0	148	0	264	0	17	0	0	0	0	0	0	0	0	131
LINC01549	LINC01549	NR_037586.1		0	0	0	560	0	0	0	148	0	264	0	17	0	0	0	0	0	0	0	0	131
LINC01667	LINC01667	NR_038377.1		0	0	0	167	0	0	0	34	0	123	0	3	0	0	0	0	0	0	0	0	7
LINC01668	LINC01668	NR_135517.1		0	0	0	393	0	0	0	184	0	30	0	28	0	0	0	0	0	0	0	0	151
LINC01669	LINC01669	NR_136540.1		0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
LINC01669	LINC01669.2	NR_136540.1.2		0	0	0	13	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0
LINC01671	LINC01671	NR_131192.1		0	2	0	754	0	0	0	167	0	399	0	58	0	0	2	0	0	0	0	0	132
LINC01674	LINC01674	NR_110544.1		0	1	0	259	0	0	0	75	0	151	0	4	0	0	1	0	0	0	0	0	30
LINC01678	LINC01678	NR_146631.1		0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
LINC01678	LINC01678.2	NR_146631.1.2		0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
LINC01679	LINC01679	NR_131902.1		0	0	0	621	0	0	0	198	0	76	0	127	0	0	0	0	0	0	0	0	220
LINC01683	LINC01683	NR_146910.1		0	0	0	479	0	0	0	144	0	177	0	10	0	0	0	0	0	0	0	0	148
LINC01684	LINC01684	NR_135519.1		0	1	0	3878	0	0	0	128	0	3526	0	68	0	0	1	0	0	0	0	0	157
LINC01684	LINC01684	NR_135520.1		1	3	0	2212	0	0	0	164	0	1817	0	78	1	0	3	0	0	0	0	0	157
LINC01684	LINC01684	NR_135521.1		0	0	0	809	0	0	0	133	0	469	0	50	0	0	0	0	0	0	0	0	157
LINC01687	LINC01687	NR_109959.1		0	1	0	2868	0	0	0	171	0	2535	0	26	0	0	1	0	0	0	0	0	137
LINC01689	LINC01689	NR_109963.1		0	1	0	756	0	0	0	146	0	428	0	55	0	0	1	0	0	0	0	0	128
LINC01690	LINC01690	NR_135522.1		0	0	0	264	0	0	0	111	0	24	0	9	0	0	0	0	0	0	0	0	120
LINC01692	LINC01692	NR_046198.3		0	1	0	5955	0	0	0	130	0	5602	0	71	0	0	1	0	0	0	0	0	153
LINC01694	LINC01694	NR_146912.1		1	0	0	532	0	0	0	112	0	89	0	204	1	0	0	0	0	0	0	0	128
LINC01695	LINC01695	NR_126012.1		0	2	0	3763	0	0	0	169	0	3317	0	154	0	0	2	0	0	0	0	0	125
LINC01697	LINC01697	NR_126010.1		1	3	0	3051	0	0	0	182	0	2707	0	60	0	1	3	0	0	0	0	0	106
LINC01697	LINC01697	NR_126011.1		0	0	0	719	0	0	0	161	0	371	0	23	0	0	0	0	0	0	0	0	164
LINC01700	LINC01700	NR_109962.1		0	2	0	422	0	0	0	159	0	64	0	39	0	0	2	0	0	0	0	0	162
LINC02246	LINC02246	NR_146322.1		0	2	0	2959	0	0	0	154	0	2451	0	230	0	0	2	0	0	0	0	0	126
LINC02573	LINC02573	NR_151724.1		0	1	0	334	0	0	0	132	0	39	0	15	0	0	1	0	0	0	0	0	149
LINC02575	LINC02575	NR_155204.1		0	0	0	419	0	0	0	148	0	101	0	50	0	0	0	0	0	0	0	0	120
LIPI	LIPI	NM_001302998.2	protein_coding	1	11	28	3038	8	1	3	125	0	2776	28	0	1	0	5	0	0	0	0	7	130
LIPI	LIPI	NM_001302999.2	protein_coding	0	11	27	3040	8	1	3	125	0	2777	27	0	0	0	5	0	0	0	0	7	130
LIPI	LIPI	NM_001303000.2	protein_coding	1	10	28	3039	8	1	3	125	0	2776	28	0	1	0	4	0	0	0	0	7	130
LIPI	LIPI	NM_001303001.2	protein_coding	1	8	24	3045	7	1	3	125	0	2784	24	0	1	0	4	0	0	0	0	4	130
LIPI	LIPI	NM_198996.3	protein_coding	1	11	29	2928	8	1	1	125	0	2671	29	0	1	0	4	0	0	0	0	8	126
LOC100133286	LOC100133286	NR_040084.1		1	0	0	1865	0	0	0	125	0	1581	0	54	0	1	0	0	0	0	0	0	106
LOC100506403	LOC100506403	NR_073512.1		0	0	0	6085	0	0	0	142	0	5786	0	20	0	0	0	0	0	0	0	0	137
LOC100507412	LOC100507412.2	NR_038958.1.2		0	0	0	24	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	0	0
LOC101928107	LOC101928107	NR_109961.1		1	2	0	607	0	0	0	132	0	296	0	37	0	1	2	0	0	0	0	0	145
LOC101928126	LOC101928126	NR_134561.1		0	2	0	328	0	0	0	158	0	12	0	41	0	0	2	0	0	0	0	0	119
LOC101928269	LOC101928269	NR_110418.1		1	1	0	1800	0	0	0	146	0	1509	0	30	0	1	1	0	0	0	0	0	117
LOC101928398	LOC101928398	NR_109926.1		0	0	0	363	0	0	0	167	0	3	0	32	0	0	0	0	0	0	0	0	161
LOC101928796	LOC101928796	NR_109931.1		0	2	0	322	0	0	0	140	0	32	0	22	0	0	2	0	0	0	0	0	130
LOC101930094	LOC101930094	NR_135518.1		1	0	0	307	0	0	0	130	0	21	0	8	1	0	0	0	0	0	0	0	149
LOC102723996	LOC102723996.2	NM_001363770.2.2	protein_coding	0	0	0	6	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
LOC102724159	LOC102724159	NM_001368238.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC102724159	LOC102724159.2	NM_001368238.1.2	protein_coding	0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2
LOC102724159	LOC102724159.2	NR_160695.1		0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2
LOC105369306	LOC105369306	NR_147887.1		0	0	0	434	0	0	0	160	0	69	0	64	0	0	0	0	0	0	0	0	141
LOC105372795	LOC105372795	NR_131189.1		0	0	0	305	0	0	0	135	0	0	0	29	0	0	0	0	0	0	0	0	141
LOC105379511	LOC105379511	NR_135512.1		0	0	0	10	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	2
LOC105379514	LOC105379514	NR_135513.1		0	0	0	13	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	7
LOC106780825	LOC106780825	NR_133678.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106780825	LOC106780825.2	NR_133678.1.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091776	LOC110091776	NR_146644.1		0	0	0	887	0	0	0	90	0	511	0	25	0	0	0	0	0	0	0	0	261
LOC110091777	LOC110091777	NR_146655.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091777	LOC110091777	NR_146656.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091777	LOC110091777	NR_146657.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC110091777	LOC110091777.2	NR_146655.1.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091777	LOC110091777.2	NR_146656.1.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091777	LOC110091777.2	NR_146657.1.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC150051	LOC150051	NM_001321023.2	protein_coding	1	3	7	308	10	0	1	142	0	12	7	0	1	0	1	0	0	0	0	2	145
LOC388813	LOC388813	NM_001256579.2	protein_coding	0	3	6	1879	38	0	4	128	0	1548	6	0	0	0	2	0	0	0	0	2	162
LOC400867	LOC400867	NR_120405.1		1	2	0	2105	0	0	0	156	0	1680	0	102	0	1	2	0	0	0	0	0	170
LRRC3	LRRC3	NM_030891.6	protein_coding	1	19	19	469	162	0	6	153	0	16	19	0	0	0	0	0	1	0	0	19	132
LRRC3-DT	LRRC3-DT	NR_047476.1		0	0	0	442	0	0	0	167	0	92	0	20	0	0	0	0	0	0	0	0	163
LSS	LSS	NM_001001438.2	protein_coding	1	48	45	1483	9	2	4	177	0	1164	45	0	0	0	11	0	1	0	0	38	136
LSS	LSS	NM_001145436.2	protein_coding	1	44	45	1482	88	1	2	177	0	1086	45	0	0	0	9	0	1	0	0	37	135
LSS	LSS	NM_001145437.1.2	protein_coding	1	45	42	1474	71	2	12	180	0	1081	42	0	0	0	9	0	1	0	0	37	136
LSS	LSS	NM_002340.6	protein_coding	1	45	45	1481	88	1	2	177	0	1085	45	0	0	0	9	0	1	0	0	38	135
LTN1	LTN1	NM_001320766.2	protein_coding	1	40	59	1662	44	0	2	114	0	1367	59	0	0	0	6	0	1	0	0	35	140
LTN1	LTN1	NM_015565.3	protein_coding	1	40	59	1662	44	0	2	114	0	1367	59	0	0	0	6	0	1	0	0	35	140
MAP3K7CL	MAP3K7CL	NM_001286617.2	protein_coding	1	16	5	2764	25	5	32	131	0	2439	5	0	0	0	5	0	1	0	0	6	141
MAP3K7CL	MAP3K7CL	NM_001286618.2	protein_coding	1	15	5	2764	25	4	29	131	0	2442	5	0	0	0	5	0	1	0	0	6	141
MAP3K7CL	MAP3K7CL	NM_001286619.1	protein_coding	1	12	5	2388	25	4	16	131	0	2095	5	0	0	0	2	0	1	0	0	6	123
MAP3K7CL	MAP3K7CL	NM_001286620.2	protein_coding	1	11	5	1431	25	3	12	131	0	1139	5	0	0	0	2	0	1	0	0	6	126
MAP3K7CL	MAP3K7CL	NM_001286622.2	protein_coding	1	13	7	2765	25	5	31	131	0	2439	7	0	0	0	3	0	1	0	0	5	141
MAP3K7CL	MAP3K7CL	NM_001286624.2	protein_coding	1	4	4	1052	25	0	5	131	0	758	4	0	0	0	0	0	1	0	0	4	133
MAP3K7CL	MAP3K7CL	NM_001286634.2	protein_coding	1	10	13	2757	25	0	17	131	0	2445	13	0	0	0	3	0	1	0	0	7	141
MAP3K7CL	MAP3K7CL	NM_001371369.1	protein_coding	1	11	13	2757	25	1	20	131	0	2442	13	0	0	0	3	0	1	0	0	7	141
MAP3K7CL	MAP3K7CL	NM_001371370.1	protein_coding	1	13	6	1623	25	1	3	131	0	1362	6	0	0	0	2	0	1	0	0	10	104
MAP3K7CL	MAP3K7CL	NM_001371371.1	protein_coding	1	10	6	1405	25	1	5	131	0	1127	6	0	0	0	2	0	1	0	0	7	119
MAP3K7CL	MAP3K7CL	NM_001371372.1	protein_coding	1	8	5	1418	25	0	4	131	0	1137	5	0	0	0	2	0	1	0	0	6	123
MAP3K7CL	MAP3K7CL	NM_001371373.1	protein_coding	1	9	5	1431	25	1	5	131	0	1146	5	0	0	0	2	0	1	0	0	6	126
MAP3K7CL	MAP3K7CL	NM_001371374.1	protein_coding	1	18	5	2764	25	7	41	131	0	2430	5	0	0	0	5	0	1	0	0	6	141
MAP3K7CL	MAP3K7CL	NM_001371376.1	protein_coding	1	5	4	1633	25	1	5	131	0	1368	4	0	0	0	0	0	1	0	0	4	104
MAP3K7CL	MAP3K7CL	NM_020152.4	protein_coding	1	13	13	2755	25	1	20	131	0	2442	13	0	0	0	5	0	1	0	0	7	141
MAP3K7CL	MAP3K7CL.2	NM_001286623.2	protein_coding	0	7	8	1055	23	1	20	136	0	737	8	0	0	0	4	0	0	0	0	2	141
MCM3AP	MCM3AP	NM_003906.5	protein_coding	2	75	124	1604	1	1	6	149	0	1291	124	0	0	0	11	0	2	0	0	68	163
MCM3AP-AS1	MCM3AP-AS1	NR_002776.4		0	2	0	917	0	0	0	154	0	543	0	65	0	0	2	0	0	0	0	0	157
MCM3AP-AS1	MCM3AP-AS1	NR_110565.1		1	2	0	916	0	0	0	154	0	541	0	67	1	0	2	0	0	0	0	0	157
MCM3AP-AS1	MCM3AP-AS1	NR_110566.1		0	1	0	666	0	0	0	133	0	306	0	71	0	0	1	0	0	0	0	0	157
MCM3AP-AS1	MCM3AP-AS1	NR_110567.1		1	0	0	666	0	0	0	133	0	305	0	72	1	0	0	0	0	0	0	0	157
MIR10396A	MIR10396A.2	NR_162105.1.2		0	0	0	521	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10396B	MIR10396B.2	NR_162111.1.2		0	0	0	521	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR125B2	MIR125B2	NR_029694.1		0	1	0	222	0	0	0	115	0	0	0	3	0	0	1	0	0	0	0	0	105
MIR155	MIR155	NR_030784.1		0	0	0	226	0	0	0	131	0	0	0	1	0	0	0	0	0	0	0	0	94
MIR155HG	MIR155HG	NR_001458.3		0	0	0	538	0	0	0	132	0	266	0	22	0	0	0	0	0	0	0	0	118
MIR3118-1	MIR3118-1	NR_036061.2		0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
MIR3156-3	MIR3156-3	NR_036164.1		0	0	0	190	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	79
MIR3197	MIR3197	NR_036167.1		0	0	0	227	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	115
MIR3648-1	MIR3648-1.2	NR_037421.1.2		0	0	0	415	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3648-2	MIR3648-2.2	NR_128711.1.2		0	0	0	415	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4327	MIR4327	NR_036221.1		0	0	0	303	0	0	0	160	0	0	0	5	0	0	0	0	0	0	0	0	138
MIR4759	MIR4759	NR_039916.1		0	0	0	233	0	0	0	118	0	0	0	2	0	0	0	0	0	0	0	0	113
MIR4760	MIR4760	NR_039917.1		0	0	0	348	0	0	0	169	0	0	0	1	0	0	0	0	0	0	0	0	178
MIR548X	MIR548X	NR_036166.1		0	0	0	282	0	0	0	131	0	0	0	1	0	0	0	0	0	0	0	0	150
MIR548XHG	MIR548XHG	NR_109925.1		1	3	0	5875	0	0	0	159	0	5536	0	34	0	1	3	0	0	0	0	0	150
MIR5692B	MIR5692B	NR_049889.1		0	0	0	357	0	0	0	176	0	0	0	2	0	0	0	0	0	0	0	0	179
MIR6070	MIR6070	NR_106718.1		0	0	0	248	0	0	0	123	0	0	0	2	0	0	0	0	0	0	0	0	123
MIR6130	MIR6130	NR_106746.1		0	0	0	276	0	0	0	150	0	0	0	1	0	0	0	0	0	0	0	0	125
MIR6501	MIR6501	NR_106756.1		0	0	0	295	0	0	0	165	0	0	0	2	0	0	0	0	0	0	0	0	128
MIR6508	MIR6508	NR_106763.1		0	0	0	291	0	0	0	128	0	0	0	3	0	0	0	0	0	0	0	0	160
MIR6814	MIR6814	NR_106872.1		0	1	0	396	0	0	0	212	0	0	0	3	0	0	1	0	0	0	0	0	182
MIR6815	MIR6815	NR_106873.1		0	0	0	537	0	0	0	296	0	0	0	2	0	0	0	0	0	0	0	0	239
MIR802	MIR802	NR_030414.1		0	0	0	287	0	0	0	151	0	0	0	4	0	0	0	0	0	0	0	0	132
MIR99A	MIR99A	NR_029514.1		0	0	0	273	0	0	0	143	0	0	0	2	0	0	0	0	0	0	0	0	128
MIR99AHG	MIR99AHG	NR_027790.3		0	5	0	15138	0	0	0	113	0	14786	0	122	0	0	5	0	0	0	0	0	122
MIR99AHG	MIR99AHG	NR_027791.3		0	3	0	11965	0	0	0	113	0	11594	0	120	0	0	3	0	0	0	0	0	141
MIR99AHG	MIR99AHG	NR_111004.2		0	4	0	15126	0	0	0	113	0	14766	0	121	0	0	4	0	0	0	0	0	130
MIR99AHG	MIR99AHG	NR_111005.2		0	4	0	15126	0	0	0	113	0	14765	0	122	0	0	4	0	0	0	0	0	130
MIR99AHG	MIR99AHG	NR_136541.1		0	6	0	15765	0	0	0	146	0	15441	0	63	0	0	6	0	0	0	0	0	121
MIR99AHG	MIR99AHG	NR_136542.1		0	6	0	15137	0	0	0	113	0	14786	0	123	0	0	6	0	0	0	0	0	121
MIR99AHG	MIR99AHG	NR_136543.1		0	3	0	11965	0	0	0	113	0	11595	0	119	0	0	3	0	0	0	0	0	141
MIR99AHG	MIR99AHG	NR_136544.1		0	0	0	5531	0	0	0	113	0	5150	0	120	0	0	0	0	0	0	0	0	148
MIR99AHG	MIR99AHG	NR_136545.1		0	1	0	5530	0	0	0	113	0	5149	0	121	0	0	1	0	0	0	0	0	148
MIR99AHG	MIR99AHG	NR_136546.1		0	0	0	5531	0	0	0	113	0	5151	0	119	0	0	0	0	0	0	0	0	148
MIR99AHG	MIR99AHG	NR_136547.1		0	0	0	2249	0	0	0	113	0	1895	0	111	0	0	0	0	0	0	0	0	130
MIR99AHG	MIR99AHG	NR_136548.1		0	2	0	809	0	0	0	113	0	467	0	114	0	0	2	0	0	0	0	0	117
MIR99AHG	MIR99AHG	NR_136549.1		0	1	0	810	0	0	0	113	0	467	0	114	0	0	1	0	0	0	0	0	117
MIR99AHG	MIR99AHG	NR_136550.1		0	1	0	5494	0	0	0	113	0	5137	0	113	0	0	1	0	0	0	0	0	132
MIR99AHG	MIR99AHG	NR_136551.1		0	3	0	12305	0	0	0	113	0	11937	0	122	0	0	3	0	0	0	0	0	136
MIR99AHG	MIR99AHG	NR_136552.1		0	4	0	12304	0	0	0	113	0	11936	0	123	0	0	4	0	0	0	0	0	136
MIRLET7C	MIRLET7C	NR_029480.1		0	0	0	255	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	123
MIS18A	MIS18A	NM_018944.3	protein_coding	0	12	10	519	25	0	2	123	0	244	10	0	0	0	3	0	0	0	0	10	127
